398,Name ,Signage,Existing,Type and search Dropdwon,,,TRUE,FALSE,H5, nh_sh_2_lane
399,Issues,Signage,Existing,Multiple selection; Check Box,,,TRUE,FALSE,H6, nh_sh_2_lane
400,Obstruction due to,Signage,Existing,Multiple selection; Check Box,,If H6 = Visibility Obstructed ,TRUE,FALSE,H7, nh_sh_2_lane
401,Horizontal Distance (m),Junctions/Rotary,Existing,Numerical Box,IRC:67-2022 clause 4.2 on  all roads with or without kerb and with shoulder  the extreme edge of the ground mounted sign adjacent to the roadway shall be at a distance of 600 mm to 3 m from the edge of the earthen shoulder depending upon the available Right of Way.,If H6 = Inadequate horizontal distance from the road edge,FALSE,FALSE,H8, nh_sh_2_lane
402,Comments,Junctions/Rotary,Existing,Text Area,,,FALSE,FALSE,H9, nh_sh_2_lane
403,Critical observation,Junctions/Rotary,Existing,Checkbox,,,FALSE,FALSE,H10, nh_sh_2_lane
404,General observation,Junctions/Rotary,Existing,Checkbox,,,FALSE,FALSE,H11, nh_sh_2_lane
405,Severity ,Junctions/Rotary,Existing,Dropdown,,,FALSE,FALSE,H12, nh_sh_2_lane
406,Priority ,Junctions/Rotary,Existing,Dropdown,,,TRUE,FALSE,H13, nh_sh_2_lane
407,Shape ,Junctions/Rotary,Existing,Drop down,IRC SP 041:1994 Clause 1.4.3 Road Intersections occur in multiplicity of shapes. They can  however  be divided into seven basic forms - T  Y  Scissor  Cross  Staggered  Staggered and skewed  and multiway.,,TRUE,FALSE,J1.5, nh_sh_2_lane
408,Issues on,Junctions/Rotary,Existing,Radio Button,,,FALSE,FALSE,J1.6, nh_sh_2_lane
409,Auxiliary Lane ,Junctions/Rotary,Existing,Radio Button,IRC SP 041:1994 Clause 4.8,If J1.6= Major Road,FALSE,FALSE,J1.7, nh_sh_2_lane
410,Channelizing Island ,Junctions/Rotary,Existing,Radio Button,IRC SP 041:1994 Fig 4.17 Clause 4.11.2/4.11.3,,FALSE,FALSE,J1.8, nh_sh_2_lane
411,Type,Junctions/Rotary,Existing,Radio Button,,If J1.7= Provided,FALSE,FALSE,J1.8.1, nh_sh_2_lane
412,Issues,Junctions/Rotary,Existing,Multiple selection; Check Box,,If J1.7= Provided,FALSE,FALSE,J1.8.2, nh_sh_2_lane
413,Blinkers,Junctions/Rotary,Existing,Radio Button,,If J1.4= Uncontrolled/Priority Controlled,FALSE,FALSE,J1.9, nh_sh_2_lane
414,Issues,Junctions/Rotary,Existing,Multiple selection; Check Box,,If J1.9= Yes,FALSE,FALSE,J1.9.1, nh_sh_2_lane
415,Transition Speed Limit Provided,Junctions/Rotary,Existing,Radio Button,,,FALSE,FALSE,J1.10, nh_sh_2_lane
416,Signage Issues ,Junctions/Rotary,Existing,,,Pop up Section H when clicked on either options,FALSE,FALSE,J1.11, nh_sh_2_lane
417,Road Marking Issues ,Junctions/Rotary,Existing,,,Pop up Section G when clicked on either options,FALSE,FALSE,J1.12, nh_sh_2_lane
418,TCM Issues ,Junctions/Rotary,Existing,,,Pop up Section Q when clicked on either options,FALSE,FALSE,J1.13, nh_sh_2_lane
419,Pavement Condition Issues ,Junctions/Rotary,Existing,,,Pop up Section I when clicked on either options,FALSE,FALSE,J1.14, nh_sh_2_lane
420,VRU Facilities Issues ,Junctions/Rotary,Existing,,,Pop up Section K when  clicked on either options,FALSE,FALSE,J1.15, nh_sh_2_lane
421,Visibility obstruction from,Junctions/Rotary,Existing,Multiple selection; Check Box,IRC SP 041:1994 Clause 4.10.3. (Fig 4.16 4.11.2/4.11.3) All sight distance obstructions  like bushes  trees and hoardings in the visibility triangle should be removed to improve safety. Fig. 4.16 shows the desirable amount of trimming to be done to hedges and trees at intersections.,,FALSE,FALSE,J1.16, nh_sh_2_lane
422,Drainage Issues ,Junctions/Rotary,Existing,,,Pop up Section M when  clicked on either options,FALSE,FALSE,J1.17, nh_sh_2_lane
423,Lighting Issues ,Junctions/Rotary,Existing,,,Pop up Section N when  clicked on either options,FALSE,FALSE,J1.18, nh_sh_2_lane
424,Violations,Junctions/Rotary,Existing,,,Pop up Section R when  clicked on either options,FALSE,FALSE,J1.19, nh_sh_2_lane
425,Traffic Signal,Junctions/Rotary,Existing,Heading,,If J1.4= Signalised ,FALSE,FALSE,J1.20, nh_sh_2_lane
426,Issues,Junctions/Rotary,Existing,Multiple selection; Check Box,,If J1.4= Signalised ,FALSE,FALSE,J1.20.1, nh_sh_2_lane
427,Issue In,Junctions/Rotary,Existing,Radio Button,,If J1.4= Signalised ,FALSE,FALSE,J1.20.2, nh_sh_2_lane
428,Signboard provided,Junctions/Rotary,Existing,Radio Button,,If J1.20.1= Signal not visible from 200 m  Pop up Section H when clicked ,FALSE,FALSE,J1.20.3, nh_sh_2_lane
429,Comments,Junctions/Rotary,Existing,Text Area,,,FALSE,FALSE,J1.21, nh_sh_2_lane
430,Critical observation,Junctions/Rotary,Existing,Checkbox,,,FALSE,FALSE,J1.22, nh_sh_2_lane
431,General observation,Junctions/Rotary,Existing,Checkbox,,,FALSE,FALSE,J1.23, nh_sh_2_lane
432,Severity ,Junctions/Rotary,Existing,Dropdown,,,FALSE,FALSE,J1.24, nh_sh_2_lane
433,Priority ,Junctions/Rotary,Existing,Dropdown,,,,FALSE,J1.25, nh_sh_2_lane
434,Rotary/Roundabout,Junctions/Rotary,Existing,Sub-Section,,,FALSE,FALSE,J2, nh_sh_2_lane
435,Chainage (km),Junctions/Rotary,Existing,Numerical Box,,,FALSE,FALSE,J2.2, nh_sh_2_lane
436,Channelizing Island/splitter ,Junctions/Rotary,Existing,Radio Button,,,FALSE,FALSE,J2.4, nh_sh_2_lane
437,Reflective markers in central island,Junctions/Rotary,Existing,Radio Button,IRC 65 : 2017 Clause 12 Reflective markers and  signs should be used on the central island. Any raised islands or kerbing should also be  illuminated if possible. Otherwise  reflective markers are a must.,,FALSE,FALSE,J2.5, nh_sh_2_lane
438,Signage Issues ,Junctions/Rotary,Existing,,,Pop up Section H when clicked on either options,FALSE,FALSE,J2.7, nh_sh_2_lane
439,Road Marking Issues ,Junctions/Rotary,Existing,,,Pop up Section G when clicked on either options,FALSE,FALSE,J2.8, nh_sh_2_lane
440,Pavement Condition Issues ,VRU Facilities,Existing,,,Pop up Section I when clicked on either options,FALSE,FALSE,J2.9, nh_sh_2_lane
441,VRU Facilities Issues ,VRU Facilities,Existing,,,Pop up Section K when  clicked on either options,FALSE,FALSE,J2.10, nh_sh_2_lane
442,Visibility obstruction from,VRU Facilities,Existing,Multiple selection; Check Box,IRC SP 041:1994 Clause 4.10.3. (Fig 4.16 4.11.2/4.11.3) All sight distance obstructions  like bushes  trees and hoardings in the visibility triangle should be removed to improve safety. Fig. 4.16 shows the desirable amount of trimming to be done to hedges and trees at intersections.,,FALSE,FALSE,J2.11, nh_sh_2_lane
443,Drainage Issues ,VRU Facilities,Existing,,,Pop up Section M when  clicked on either options,FALSE,FALSE,J2.12, nh_sh_2_lane
444,Lighting in approaches ,VRU Facilities,Existing,,,Pop up Section N when  clicked on either options,FALSE,FALSE,J2.13, nh_sh_2_lane
445,Violations,VRU Facilities,Existing,,,Pop up Section R when  clicked on either options,FALSE,FALSE,J2.14, nh_sh_2_lane
446,Comments,VRU Facilities,Existing,Text Area,,,FALSE,FALSE,J2.15, nh_sh_2_lane
447,Critical observation,VRU Facilities,Existing,Checkbox,,,FALSE,FALSE,J2.16, nh_sh_2_lane
448,General observation,VRU Facilities,Existing,Checkbox,,,FALSE,FALSE,J2.17, nh_sh_2_lane
449,Severity ,VRU Facilities,Existing,Dropdown,,,FALSE,FALSE,J2.18, nh_sh_2_lane
450,Priority ,VRU Facilities,Existing,Dropdown,,,FALSE,FALSE,J2.19, nh_sh_2_lane
451,Type,VRU Facilities,Existing,Dropdown,,,TRUE,FALSE,K1, nh_sh_2_lane
452,GPS Location,VRU Facilities,Existing,Autogenerated,,Display for any option selected in K1,TRUE,FALSE,K1.1, nh_sh_2_lane
453,Photo/Video/Audio,VRU Facilities,Existing,Camera/ Upload,,Display for any option selected in K1.Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,K1.3, nh_sh_2_lane
454,Issues,VRU Facilities,Existing,Multiple selection; Check Box,,If K1= Footpath (Sidewalk),FALSE,FALSE,K1.4, nh_sh_2_lane
455,Issues,VRU Facilities,Existing,Multiple selection; Check Box,,If K1= Pedestrian Crossing,TRUE,FALSE,K1.5, nh_sh_2_lane
456,Crossing Width,Structures,Existing,Numerical Box,,If K1.5 = Crossing Width < 2m  ,TRUE,FALSE,K1.5.1, nh_sh_2_lane
457,Accessible through,Structures,Existing,Multiple selection; Check Box,,If K1= Foot Over Bridge,FALSE,FALSE,K1.6, nh_sh_2_lane
458,Issues,Structures,Existing,Multiple selection; Check Box,,If K1= Foot Over Bridge,TRUE,FALSE,K1.7, nh_sh_2_lane
459,Accessible through,Structures,Existing,Multiple selection; Check Box,,If K1= Subway,FALSE,FALSE,K1.8, nh_sh_2_lane
460,Issues,Structures,Existing,Multiple selection; Check Box,,If K1= Subway,FALSE,FALSE,K1.9, nh_sh_2_lane
461,Comments,Structures,Existing,Text Area,,Display for any option selected in K1,FALSE,FALSE,K1.10, nh_sh_2_lane
462,Critical observation,Structures,Existing,Checkbox,,Display for any option selected in K1,FALSE,FALSE,K1.11, nh_sh_2_lane
463,General observation,Structures,Existing,Checkbox,,Display for any option selected in K1,FALSE,FALSE,K1.12, nh_sh_2_lane
464,Severity ,Structures,Existing,Dropdown,,Display for any option selected in K1,FALSE,FALSE,K1.13, nh_sh_2_lane
465,Priority ,Structures,Existing,Dropdown,,Display for any option selected in K1,,FALSE,K1.14, nh_sh_2_lane
466,Culvert,Structures,Existing,Heading,,,TRUE,FALSE,K1, nh_sh_2_lane
467,GPS Location,Structures,Existing,Autogenerated,,,FALSE,FALSE,K1.1, nh_sh_2_lane
468,Chainage (km),Structures,Existing,Numerical Box,,,FALSE,FALSE,K1.2, nh_sh_2_lane
469,Lanes,Structures,Existing,Radio Button,,Â ,FALSE,FALSE,K1.4, nh_sh_2_lane
470,Crash barries at approaches,Structures,Existing,Radio Button,IRC 5:2015 Clause 109.6.1Â Suitably Designed Crash Barriers shall Generally be Located on: a) All high level bridges  flyovers  interchanges and ROBâ€™s. b) Approaches to bridge structure  where embankment height is more than 3 m c) High containment barrier shall be provided mainly on bridges on busy railway lines  complex interchanges and other similar hazardous and high risk locations. ,,FALSE,FALSE,K1.5, nh_sh_2_lane
471,End treatment as per IRC,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 9.7.2 Road side steel barriers b)End treatment for steel barrier: Fig 9.12 and 9.13,If K1.5 = Yes,FALSE,FALSE,K1.5.1, nh_sh_2_lane
472,Issues,Structures,Existing,Text Area,,If K1.6 = Yes,FALSE,FALSE,K1.6.1, nh_sh_2_lane
473,Adequate Head wall / parapet wall,Structures,Existing,Radio Button,,,FALSE,FALSE,K1.7, nh_sh_2_lane
474,Comments,Structures,Existing,Text Area,,,FALSE,FALSE,K1.8, nh_sh_2_lane
475,Critical observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K1.9, nh_sh_2_lane
476,General observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K1.10, nh_sh_2_lane
477,Severity ,Structures,Existing,Dropdown,,,FALSE,FALSE,K1.11, nh_sh_2_lane
478,Priority ,Structures,Existing,Dropdown,,,,FALSE,K1.12, nh_sh_2_lane
479,Bridges,Structures,Existing,Heading,,,TRUE,FALSE,K2, nh_sh_2_lane
480,GPS Location,Structures,Existing,Autogenerated,,,FALSE,FALSE,K2.1, nh_sh_2_lane
481,Chainage (km),Structures,Existing,Numerical Box,,,TRUE,FALSE,K2.2, nh_sh_2_lane
482,Photo/Video/Audio,Structures,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,K2.3, nh_sh_2_lane
483,Footpath ,Structures,Existing,Radio Button,,Â ,FALSE,FALSE,K2.5, nh_sh_2_lane
484,Min. 1.5m wide,Structures,Existing,Radio Button,IRC:5-2015 Clause 104.3.6 When a footpath is provided  its clear width shall not be less than 1.5 m. For urban and populated areas having large concentration of pedestrian traffic  the width of the footpath shall be suitably increased. ,,FALSE,FALSE,K2.5.1, nh_sh_2_lane
485,wide (m),Structures,Existing,Numerical Box,,If K2.5.1 = No,FALSE,FALSE,K2.5.1.1, nh_sh_2_lane
486,Railings,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 7.17 Safety Barriers iv) On the existing bridges which are to be retained with or without widening crash barriers on the inside and pedestrian railings on the outer sides of the footpaths shall be provided,,FALSE,FALSE,K2.5.2, nh_sh_2_lane
487,Min. 1.1m high,Structures,Existing,Radio Button,IRC:5-2015 Clause 109.7.2.3 :3 Railings or parapets shall have a minimum 1.1 meter height above the adjacent Â roadway or footway safety kerb surface. For bridges exceeding 300 meters in length  the Â height of railings  determined in the manner stipulated above  shall be increased by 0.1 meter. Â For ROBs across railway lines  the height shall be governed by Railway's requirements ,If K2.5.2 = Yes,FALSE,FALSE,K2.5.2.1, nh_sh_2_lane
488,Any failures,Structures,Existing,Radio Button,,,FALSE,FALSE,K2.5.3, nh_sh_2_lane
489,concrete crash barriers,Structures,Existing,Radio Button,,If K2.5 = No,FALSE,FALSE,K2.5.4, nh_sh_2_lane
490,crash barrier on approaches where embankment height >3 m ,Structures,Existing,Radio Button,IRC 5:2015  Clause 109.6.1Â Suitably Designed Crash Barriers shall Generally be Located on: a) All high level bridges  flyovers  interchanges and ROBâ€™s. b) Approaches to bridge structure  where embankment height is more than 3 m c) High containment barrier shall be provided mainly on bridges on busy railway lines  complex interchanges and other similar hazardous and high risk locations. ,,FALSE,FALSE,K2.6, nh_sh_2_lane
491,End treatment as per IRC,Structures,Existing,Radio Button,,If K2.6 = Yes,FALSE,FALSE,K2.6.1, nh_sh_2_lane
492,Flashing beacons ,Structures,Existing,Radio Button, IRC 5:2015 Clause 111.2 Signals a) Signals  near or on the bridges  shall be provided as per specific requirement of the any particular project  conforming to the requirements of IRC:93. b) Signals can be either electrically operated or solar powered. c) Flashing beacons shall be provided at the beginning of median or crash barrier  clearly indicating start of a bridge/flyover or loop emerging from main carriageway. Provision of cables for power supply to any such signal shall be considered in addition to the regular illumination ,,FALSE,FALSE,K2.7, nh_sh_2_lane
493,Delineators,Structures,Existing,Radio Button,IRC 5:2015 Clause 111.4 Delineators (also referred to as guideposts) shall be provided as per safety requirements. These shall be installed along the side of the roadway in a series to indicate the alignment of the roadway. Delineators are particularly beneficial at locations where the alignment might be confusing or unexpected  such as at lane reduction  transitions and curves.,,FALSE,FALSE,K2.8, nh_sh_2_lane
494,Lighting ,Structures,Existing,Radio Button,,,FALSE,FALSE,K2.9, nh_sh_2_lane
495,50 lux illumination,Structures,Existing,Radio Button, IRC 5:2015 Clause 110.2 Illumination plan for bridges  grade separators  under-passes and interchanges  shall be considered during initial planning. The arrangement of the masts/poles i.e. its height and spacing  should be such as to achieve the following values of Average Maintained  Luminance  Eav:Main Carriageway=50 lux  Footpath/Cycle Track=20 lux  Underpass= 70 lux,If K2.9 = Yes,FALSE,FALSE,K2.9.1, nh_sh_2_lane
496,Comments,Structures,Existing,Text Area,,,FALSE,FALSE,K2.10, nh_sh_2_lane
497,Critical observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K2.11, nh_sh_2_lane
498,General observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K2.12, nh_sh_2_lane
499,Severity ,Structures,Existing,Dropdown,,,FALSE,FALSE,K2.13, nh_sh_2_lane
500,Priority ,Structures,Existing,Dropdown,,,,FALSE,K2.14, nh_sh_2_lane
501,Vehicular Underpass (VUP),Structures,Existing,Heading,,,TRUE,FALSE,K3, nh_sh_2_lane
502,GPS Location,Structures,Existing,Autogenerated,,,FALSE,FALSE,K3.1, nh_sh_2_lane
503,Chainage (km),Structures,Existing,Numerical Box,,,TRUE,FALSE,K3.2, nh_sh_2_lane
504,Photo/Video/Audio,Structures,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,,FALSE,K3.3, nh_sh_2_lane
505,Main carriageway,Structures,Existing,Sub-Heading,,,FALSE,FALSE,K3.4, nh_sh_2_lane
506,Carriageway width,Structures,Existing,Numerical Box, IRC:5-2015 Clause 104.3.1 the width of carriageway shall not be less than 4.25 m for a single lane bridge  7.5 m for a two-lane bridge and shall be increased by 3.5 m for every additional lane of traffic for a multiple lane bridge ,,FALSE,FALSE,K3.4.1, nh_sh_2_lane
507,Footpath ,Structures,Existing,Radio Button,,Â ,FALSE,FALSE,K3.4.2, nh_sh_2_lane
508,Min. 1.5m wide,Structures,Existing,Radio Button,IRC:5-2015 Clause 104.3.6 When a footpath is provided  its clear width shall not be less than 1.5 m. For urban and populated areas having large concentration of pedestrian traffic  the width of the footpath shall be suitably increased. ,,FALSE,FALSE,K3.4.2.1, nh_sh_2_lane
509,wide (m),Structures,Existing,Numerical Box,,If K3.4.2.1 = No,FALSE,FALSE,K3.4.2.1.1, nh_sh_2_lane
510,Railings,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 7.17 Safety Barriers iv) On the existing bridges which are to be retained with or without widening crash barriers on the inside and pedestrian railings on the outer sides of the footpaths shall be provided,,FALSE,FALSE,K3.4.2.2, nh_sh_2_lane
511,Min. 1.1m high,Structures,Existing,Radio Button,IRC:5-2015 Clause 109.7.2.3 :3 Railings or parapets shall have a minimum 1.1 meter height above the adjacent Â roadway or footway safety kerb surface. For bridges exceeding 300 meters in length  the Â height of railings  determined in the manner stipulated above  shall be increased by 0.1 meter. Â For ROBs across railway lines  the height shall be governed by Railway's requirements ,If K3.4.2.2 = Yes,FALSE,FALSE,K3.4.2.2.1, nh_sh_2_lane
512,Any failures on footpath,Structures,Existing,Radio Button,,,FALSE,FALSE,K3.4.2.3, nh_sh_2_lane
513,concrete crash barriers,Structures,Existing,Radio Button,,If K3.4.2 = No,FALSE,FALSE,K3.4.2.4, nh_sh_2_lane
514,crash barrier on approaches where embankment height >3 m ,Structures,Existing,Radio Button,IRC 5:2015  Clause 109.6.1Â Suitably Designed Crash Barriers shall Generally be Located on: a) All high level bridges  flyovers  interchanges and ROBâ€™s. b) Approaches to bridge structure  where embankment height is more than 3 m c) High containment barrier shall be provided mainly on bridges on busy railway lines  complex interchanges and other similar hazardous and high risk locations. ,,FALSE,FALSE,K3.4.3, nh_sh_2_lane
515,End treatment as per IRC,Structures,Existing,Radio Button,,If K3.4.3 = Yes,FALSE,FALSE,K3.4.3.1, nh_sh_2_lane
516,Flashing beacons ,Structures,Existing,Radio Button, IRC 5:2015 Clause 111.2 Signals a) Signals  near or on the bridges  shall be provided as per specific requirement of the any particular project  conforming to the requirements of IRC:93. b) Signals can be either electrically operated or solar powered. c) Flashing beacons shall be provided at the beginning of median or crash barrier  clearly indicating start of a bridge/flyover or loop emerging from main carriageway. Provision of cables for power supply to any such signal shall be considered in addition to the regular illumination ,,FALSE,FALSE,K3.4.4, nh_sh_2_lane
517,Delineators,Structures,Existing,Radio Button,IRC 5:2015 Clause 111.4 Delineators (also referred to as guideposts) shall be provided as per safety requirements. These shall be installed along the side of the roadway in a series to indicate the alignment of the roadway. Delineators are particularly beneficial at locations where the alignment might be confusing or unexpected  such as at lane reduction  transitions and curves.,,FALSE,FALSE,K3.4.5, nh_sh_2_lane
518,Lighting ,Structures,Existing,Radio Button,,,FALSE,FALSE,K3.4.6, nh_sh_2_lane
519,50 lux illumination,Structures,Existing,Radio Button, IRC 5:2015 Clause 110.2 Illumination plan for bridges  grade separators  under-passes and interchanges  shall be considered during initial planning. The arrangement of the masts/poles i.e. its height and spacing  should be such as to achieve the following values of Average Maintained  Luminance  Eav:Main Carriageway=50 lux  Footpath/Cycle Track=20 lux  Underpass= 70 lux,If K3.4.6 = Yes,FALSE,FALSE,K3.4.6.1, nh_sh_2_lane
520,Comments,Structures,Existing,Text Area,,,FALSE,FALSE,K3.4.7, nh_sh_2_lane
521,Critical observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K3.4.8, nh_sh_2_lane
522,General observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K3.4.9, nh_sh_2_lane
523,Severity ,Structures,Existing,Dropdown,,,FALSE,FALSE,K3.4.10, nh_sh_2_lane
524,Priority ,Structures,Existing,Dropdown,,,,FALSE,K3.4.11, nh_sh_2_lane
525,Service Road/ Slip Road,Structures,Existing,Sub-Heading,,,TRUE,FALSE,K3.5, nh_sh_2_lane
526,GPS Location,Structures,Existing,Autogenerated,,,FALSE,FALSE,K3.5.1, nh_sh_2_lane
527,Chainage (km),Structures,Existing,Numerical Box,,,TRUE,FALSE,K3.5.2, nh_sh_2_lane
528,Photo/Video/Audio,Structures,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,K3.5.3, nh_sh_2_lane
529,Min. 7m wide service road ,Structures,Existing,Radio Button,"The width of service roads should be generally 7 mts but in any
case not less than 5.5. mts depending on availability of ROW.",,FALSE,FALSE,K3.5.4, nh_sh_2_lane
530,Wide (m),Structures,Existing,Numerical Box,,If K3.5.4 = No,FALSE,FALSE,K3.5.4.1, nh_sh_2_lane
531,Traffic travel direction,Structures,Existing,Drop down,,Â ,FALSE,FALSE,K3.5.5, nh_sh_2_lane
532,Separator Width (m),Structures,Existing,Numerical Box,,,FALSE,FALSE,K3.5.6, nh_sh_2_lane
533,Posted Speed Limit (Kmph),Structures,Existing,Numerical Box,,,FALSE,FALSE,K3.5.7, nh_sh_2_lane
534,12m horizontal clearance ,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 2.10.1 Lateral clearance at a underpass,,FALSE,FALSE,K3.5.8, nh_sh_2_lane
535,horizontal clearance (m),Structures,Existing,Numerical Box,,,FALSE,FALSE,K3.5.8.1, nh_sh_2_lane
536,5.5m vertical clearance,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 2.10.2 Vertical clearance at a underpass,,FALSE,FALSE,K3.5.9, nh_sh_2_lane
537,vertical clearance (m),Structures,Existing,Numerical Box,,,FALSE,FALSE,K3.5.9.1, nh_sh_2_lane
538,Foot Path,Structures,Existing,Radio Button,,,FALSE,FALSE,K3.5.10, nh_sh_2_lane
539,Footpath width (m),Structures,Existing,Numerical Box,,,FALSE,FALSE,K3.5.10.1, nh_sh_2_lane
540,Foot path height (m),Structures,Existing,Numerical Box,,,FALSE,FALSE,K3.5.10.2, nh_sh_2_lane
541,Obstruction at all merges and diverges,Structures,Existing,Radio Button,,,FALSE,FALSE,K3.5.11, nh_sh_2_lane
542, Entry and exit taper lengths as per IRC,Structures,Existing,Radio Button,,,FALSE,FALSE,K3.5.12, nh_sh_2_lane
543,Lighting ,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 12.4.3 Locations where Lighting is to be provided  vi) Built-up sections on the project highway both in the median of main carriageway and on the service roads on either side,,FALSE,FALSE,K3.5.13, nh_sh_2_lane
544,Comments,Structures,Existing,Text Area,,,FALSE,FALSE,K3.5.14, nh_sh_2_lane
545,Critical observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K3.5.15, nh_sh_2_lane
546,General observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K3.5.16, nh_sh_2_lane
547,Severity ,Structures,Existing,Dropdown,,,FALSE,FALSE,K3.5.17, nh_sh_2_lane
548,Priority ,Structures,Existing,Dropdown,,,FALSE,FALSE,K3.5.18, nh_sh_2_lane
549,Railings,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 7.17 Safety Barriers iv) On the existing bridges which are to be retained with or without widening crash barriers on the inside and pedestrian railings on the outer sides of the footpaths shall be provided,,FALSE,FALSE,K4.7.2, nh_sh_2_lane
550,Min. 1.1m high,Structures,Existing,Radio Button,IRC:5-2015 Clause 109.7.2.3 :3 Railings or parapets shall have a minimum 1.1 meter height above the adjacent Â roadway or footway safety kerb surface. For bridges exceeding 300 meters in length  the Â height of railings  determined in the manner stipulated above  shall be increased by 0.1 meter. Â For ROBs across railway lines  the height shall be governed by Railway's requirements ,If K4.7.2 = Yes,FALSE,FALSE,K4.7.2.1, nh_sh_2_lane
551,Any failures on footpath,Structures,Existing,Radio Button,,,FALSE,FALSE,K4.7.3, nh_sh_2_lane
552,concrete crash barriers,Structures,Existing,Radio Button,,If K4.7 = No,FALSE,FALSE,K4.7.4, nh_sh_2_lane
553,crash barrier on approaches where embankment height >3 m ,Structures,Existing,Radio Button,IRC 5:2015  Clause 109.6.1Â Suitably Designed Crash Barriers shall Generally be Located on: a) All high level bridges  flyovers  interchanges and ROBâ€™s. b) Approaches to bridge structure  where embankment height is more than 3 m c) High containment barrier shall be provided mainly on bridges on busy railway lines  complex interchanges and other similar hazardous and high risk locations. ,,FALSE,FALSE,K4.8, nh_sh_2_lane
554,End treatment as per IRC,Structures,Existing,Radio Button,,If K4.8 = Yes,FALSE,FALSE,K4.8.1, nh_sh_2_lane
555,Flashing beacons ,Structures,Existing,Radio Button, IRC 5:2015 Clause 111.2 Signals a) Signals  near or on the bridges  shall be provided as per specific requirement of the any particular project  conforming to the requirements of IRC:93. b) Signals can be either electrically operated or solar powered. c) Flashing beacons shall be provided at the beginning of median or crash barrier  clearly indicating start of a bridge/flyover or loop emerging from main carriageway. Provision of cables for power supply to any such signal shall be considered in addition to the regular illumination ,,FALSE,FALSE,K4.9, nh_sh_2_lane
556,Delineators,Structures,Existing,Radio Button,IRC 5:2015 Clause 111.4 Delineators (also referred to as guideposts) shall be provided as per safety requirements. These shall be installed along the side of the roadway in a series to indicate the alignment of the roadway. Delineators are particularly beneficial at locations where the alignment might be confusing or unexpected  such as at lane reduction  transitions and curves.,,FALSE,FALSE,K4.10, nh_sh_2_lane
557,Lighting ,Structures,Existing,Radio Button,,,FALSE,FALSE,K4.11, nh_sh_2_lane
558,50 lux illumination,Structures,Existing,Radio Button, IRC 5:2015 Clause 110.2 Illumination plan for bridges  grade separators  under-passes and interchanges  shall be considered during initial planning. The arrangement of the masts/poles i.e. its height and spacing  should be such as to achieve the following values of Average Maintained  Luminance  Eav:Main Carriageway=50 lux  Footpath/Cycle Track=20 lux  Underpass= 70 lux,If K4.11 = Yes,FALSE,FALSE,K4.11.1, nh_sh_2_lane
559,Comments,Structures,Existing,Text Area,,,FALSE,FALSE,K4.12, nh_sh_2_lane
560,Critical observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K4.13, nh_sh_2_lane
561,General observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K4.14, nh_sh_2_lane
562,Severity ,Structures,Existing,Dropdown,,,FALSE,FALSE,K4.15, nh_sh_2_lane
563,Priority ,Structures,Existing,Dropdown,,,,FALSE,K4.16, nh_sh_2_lane
564,Road Under Bridge (ROB),Structures,Existing,Heading,,,FALSE,FALSE,K5, nh_sh_2_lane
565,Chainage (km),Structures,Existing,Numerical Box,,,FALSE,FALSE,K5.2, nh_sh_2_lane
566,Lanes,Structures,Existing,Drop down,IRC 5:2015 Clause 104.3.1,Â ,FALSE,FALSE,K5.4, nh_sh_2_lane
567,Width (m),Structures,Existing,Numerical Box,,If K5.5 = No,FALSE,FALSE,K5.5.1, nh_sh_2_lane
568,Min. 1.5m wide,Structures,Existing,Radio Button,IRC:5-2015 Clause 104.3.6 When a footpath is provided  its clear width shall not be less than 1.5 m. For urban and populated areas having large concentration of pedestrian traffic  the width of the footpath shall be suitably increased. ,,FALSE,FALSE,K5.6.1, nh_sh_2_lane
